irep,clh,resch,klun,kbra,khrt,kskn,kmus,kadi,kspl,kgio,khep,kkid,kres
51,12.153956471271318,0.666779081733234,4.186587579804927,1.0671414408640034,3.6558047418163104,0.6489089344847707,0.9177017587527103,0.5985633682325693,2.6696742214622344,5.345905545441809,5.052233573012872,9.520870941923125,4.000239597697216
52,14.137425270482154,0.6113669547455832,3.7857071909945668,0.529232128424337,3.1005121237780275,0.6076022791102035,0.8634765332637615,0.7088808978161762,1.9449716718049836,4.936754399903179,3.3197809632260555,5.447567876016116,3.3415276148107718
53,14.46384213021837,0.6636415884042514,1.9414351273179165,0.8077071022235734,3.872683213361873,0.7668311767877083,0.7743560279435497,0.4508103583812815,1.4233931499970673,3.2944316188286535,2.759901193640826,10.687555743798642,4.264279609670417
54,12.158453995904976,0.7035910083796142,3.6264805708816703,0.91650222264892,5.672406188610461,0.4699468961419008,0.9809676560801833,0.47586114787183353,2.2606125841911133,3.562319120541877,3.7311903647900144,9.590046564476845,3.552463418194751
55,11.83245259864522,0.664045322119231,3.5450519610851408,0.632720424813716,5.637404539428119,0.8921356863061143,1.1374617984142963,0.5218993304198045,1.6206384881362932,2.5059005129725938,4.963143098490158,9.002643920796105,3.69092124253223
56,14.78398781662496,0.6872009687539753,3.857550240451096,0.8089218148898515,3.735237037913393,0.5991956988595942,0.853176175741542,0.4557090263690602,1.9638798294060982,3.429717656066821,4.459776838250048,8.0853643866617,3.6558870211010412
57,13.761024477980808,0.732386964326598,3.6540981187434958,0.8398719849697417,4.185495858474487,0.5086599220179808,1.134488217183635,0.45821341045896796,1.9806776215236443,3.2860489159564255,3.9961774439732154,5.040113373953473,3.733006020219212
58,16.09299943609226,0.7218779165276396,3.0873020066634287,0.8863674264166774,5.122999981665889,0.5939476857909933,0.8058117383029528,0.3734739309562821,2.311712209320532,3.455592809677222,4.7627131453807605,10.084058846807025,4.110102768255849
59,14.37736816783737,0.65928513866401806,4.959636370138917,0.7368179586992171,3.5498427384908773,0.8365877527562817,0.8905989741402992,0.41953428063069065,1.8666359032224185,3.6639584425731573,3.99920377898017,6.056435787897015,4.351916699220745
60,12.53548235338136,0.5712213976886478,2.5062086196946294,1.1991606151239917,2.649651058101866,0.6910169570651706,1.1050030329164278,0.39609201832910407,1.992097393777397,3.009740855296126,4.743448218494724,10.55387811767769,4.341352974006062
61,15.980798990819881,0.6337322587785607,3.2655768022186535,1.4919916561866207,4.29627786332657,0.7378144817561268,0.9558447599966976,0.5129523555347767,1.614607321631266,2.6484278105751238,2.2155602584688756,5.49177169668244,4.007495376688791
62,14.632221493546757,0.7368477880724214,3.6748436405955127,0.6792450589553188,3.80504887412424,0.6432254345338705,1.373145022518311,0.5001506110838384,2.4337264975896313,2.891796407884177,3.572569526785822,9.760847665212916,4.0825496044524545
63,13.29967507117308,0.7261690327848173,3.4591149350335493,0.9388794744875787,3.6568624855342637,0.5420469307315774,1.0277905167988235,0.5252779936449797,1.7712743799413206,3.3029961339069973,5.30427802101152,15.59116937007597,4.044752331490338
64,10.667023631234915,0.6833803844751061,3.7877698062592393,1.0675219622818257,2.5352241881395914,0.5745113633370461,1.0792240427667732,0.547599943742607,1.6538066373968532,3.7074472340671907,3.4384645285363518,6.813522113441061,3.1404152766704416
65,13.471216220862107,0.5576482679506379,6.489930429974026,0.5886953687655445,2.937395213280857,0.5167803443677579,0.9286598801316327,0.3793391883631137,1.9650260807852784,3.99315284829584,3.653955904034668,11.723277163168367,3.7453792692098973
66,13.426321691138103,0.7004461612710104,2.473248006964034,0.5724883754856767,4.4449823617687345,0.38845629192648956,1.0443594776345828,0.2578313651647217,1.8955138554292301,3.7870304692094376,5.293221773470865,7.639661601974608,4.501274953279771
67,13.338550229763714,0.711177838952142,2.7288025811413243,0.514310620133593,2.931535193331465,0.8451586980727548,0.8984187006813482,0.3355637135092309,1.6956025475637988,3.1525090562407874,5.655353376005344,6.173825239119557,3.510112025373225
68,15.248870201126383,0.6677023919300203,1.8465668367663772,1.018998057290849,4.048901189995364,0.5914168179118516,1.1127863958558264,0.50439941343514,2.9337412792005373,3.6481995335465456,2.625662504085424,10.520064878002891,3.7850368064607913
69,16.179206999134053,0.6834816190602346,4.800807398483881,0.6319087634043433,4.104286494614395,0.9783987338405348,0.915542583881937,0.49937400632147194,1.8092735892941476,3.7902622535195447,2.9528034999123394,9.753225192991485,3.5537973041552684
70,10.891210736192615,0.6912743972640731,4.110991178376222,0.77893074347086,2.3946093375272146,0.6531814649429755,0.9806689094506351,0.35192642197352236,1.954720001720012,4.251648660757915,3.978398628689628,9.290802735815653,3.8943600615322436
71,11.308827487098197,0.7590215778421943,3.4470582949560145,0.6956019325445617,4.120836688571234,0.695364018306975,0.9907166355536758,0.35150351493921683,1.9862029690787508,3.4706408942978553,3.275057541680979,7.533008798408935,4.671026897535687
72,11.639697603549015,0.6409231429227111,2.2790982500978565,1.1857548752904317,4.142926391458031,0.6789555754912611,0.5787034322727742,0.4641296347186298,1.3998820565675567,3.996801941523555,3.0559375607093524,6.577800895308393,4.1972720015504414
73,17.376093782847875,0.5928325237563112,3.272244369696572,0.5415262297634377,2.970029716389524,0.5066824280996975,0.8949374029678117,0.464198068181277,2.038549018304539,3.5009404567570575,4.990982962189775,6.449153897523232,3.699152692995278
74,15.61996186472846,0.5955397218717342,3.9759891728518872,0.48147028537436676,4.128852212931705,1.0356228957940348,0.8619817910647215,0.4947174540158387,1.7008372688921223,3.6864967813898457,2.852359987415509,11.886576493068835,4.414224362837814
75,12.707396599781767,0.6712353679249361,3.032206063645677,0.9199743831750313,4.1729107027694745,0.4081176298213959,0.8511860082398646,0.37516977274908697,1.6080035058149451,3.267258147228442,2.7247686586891127,7.6892627291287194,4.424629822158449
76,12.67595119633705,0.6626632448564853,3.1214953277700332,0.6092414337472492,3.157441350911394,0.7504073675177111,1.2567105362891604,0.3982415011216738,1.5631357240030892,3.3299298658517418,3.1279382764240036,5.897151248867195,4.522973606404852
77,16.606157799597643,0.7483310634774243,2.522279310997947,0.7575905269107789,5.931242088256648,0.4531718557146234,0.914946690330638,0.4324509542596519,1.9985024965737281,3.3108323457387487,3.6250057579092485,9.90554241918499,4.27992932951357
78,15.579898850209664,0.6855789450497299,3.336324692167575,0.6888209244431169,5.779049522198411,0.7609851749114775,1.2781076820693795,0.34417768191443526,2.1556227113653623,3.3946844551373414,2.27778564116325,8.589812007757116,4.346399334254445
79,13.321709134084964,0.6609660033168222,2.596036570420644,0.9042175515207818,5.4195512858995105,1.2386699239570849,1.0647265536314525,0.3912359386281241,1.7437244445970421,3.3182783108539247,2.6889856656058804,5.167033546169937,3.953900699504402
80,15.897923191016838,0.6159333051920034,4.015207175768388,0.5321919890424538,3.135418075224417,0.6663434729694176,0.8457253218720748,0.5064184619435503,2.0839969055260252,3.7675065286443186,3.20225060809816,7.716998378659898,4.007381266315752
81,13.241832120109986,0.5874794412990619,2.993055677239376,0.5593160398374577,4.0111100932119035,0.6275533374856499,1.1153507155863385,0.424565191791721,2.6358360193155645,2.429787317096627,4.238022402875188,4.605294347395197,3.962671876446998
82,12.129552657183254,0.7394015141520174,4.063586841586698,0.9170543670749011,3.6934635212252016,0.803046236474508,0.8459690943468355,0.31137284469174414,1.839341409445535,3.3020626594025946,3.5969504235667604,11.57005884051775,3.8982449677714337
83,13.822117662077671,0.7262550221995128,3.306004106990938,0.7135945676928745,2.927103956388512,0.6878288286426115,0.859809977814338,0.3340155833469569,2.701382893259003,3.69647593731511,4.470164113927936,8.223368949872135,4.332698023245407
84,13.050396489134528,0.6334217993499489,3.3599741022346548,0.5928121587452039,3.801485089393952,1.1334033747090668,0.9675815844842985,0.5309323095858809,1.856901270204478,2.263519654618958,5.079057286445453,6.422990528937832,4.125626012667454
85,13.55971298911883,0.7640391008465133,2.2740961629931866,0.6553577363729366,2.911438922235285,0.7790262485986432,0.872866411224441,0.33310153964456707,1.4178442700116531,4.641034116761656,2.403618920025721,8.330253974516925,3.635728271450079
86,10.841348589830115,0.6435521469820749,3.3467510330279966,0.6682118532848283,3.358488506373844,0.8919684264661905,0.8987739914598786,0.5077079960937247,1.9038389866467056,3.813220237546772,4.778306251403344,8.666563262056739,3.7975225747272443
87,12.234668762582048,0.632105852824225,2.9799728413878936,0.8390449333678004,4.8465928825098175,0.596584808698546,1.1013084504166664,0.5318554678708072,1.8352942543161634,3.4293568564492523,3.1822865748128666,9.425706664858836,4.006000846891201
88,15.232930051523082,0.71181171852812275,3.2720373040940536,0.769745008615267,3.269502691029925,0.5655246143245247,0.9104163683729039,0.5086990167519337,2.640078291522401,4.029127748042561,4.148807988817795,6.718898937828585,3.9088079245029186
89,11.492841200659797,0.6345652526621762,2.390195112016308,0.9418533381274268,3.1128197136431837,1.2316889169266323,0.9832668080345782,0.41477380647211126,2.503069976792935,2.163062399345544,3.6298028157394397,6.11204430415159,4.318331580205608
90,11.824623795033634,0.7084406071702088,3.642113721124467,0.7853215247431626,3.5823209854703157,0.5197200244282612,0.942153235733526,0.5103046884360203,1.4351838702275221,4.731639484148296,2.337558628778374,6.80289190703474,3.244128837671655
91,8.93687837712764,0.6869961703628492,4.388006804120718,1.1404314009426553,3.317004563969659,0.7682645057029089,1.001644886504645,0.40618536998181465,1.8913977015650119,3.9024203901608603,5.099300701160692,6.657660007794348,3.7151654853178058
92,12.268464480535583,0.683808498795901,5.916176748793679,0.4628641691575619,4.1251210116178045,0.556105914925113,0.9700063286910754,0.517105194305236,1.6420327590838333,3.224873889179583,3.295587953627168,6.188967138679868,3.9316347055392007
93,15.725457244878877,0.6971896340057657,3.361355492147562,0.9244035873025098,6.17058522080379,1.0045798371650638,0.9354380312033104,0.5198908266962953,2.1923775969372112,3.3677865838981598,3.520776646656737,9.920144417711363,3.63178035577159
94,11.117389495720301,0.6427796381791459,1.8633828449478327,0.6074703613057831,4.204436676045389,0.6937547397101884,1.0149724845042098,0.3284334755244884,2.1039504191017353,2.370928052083353,3.422812514044637,8.81239757602873,3.589223986663033
95,13.925204733668139,0.71297602690346,4.432529163162343,0.6297701689749499,6.049373709065263,0.8123722413622091,0.9102131625558024,0.5267450414225521,2.0438362573488917,3.197188552323737,3.005967404017053,7.17402898620739,3.9256096068193043
96,16.92558454454847,0.6289674403629026,4.083718837168817,0.8668535451093107,6.139758342886857,0.6371331123888396,1.0096346464358383,0.36418138582890597,1.7330568445556487,2.6922641577151336,3.3719871128334744,11.049767728532817,3.6447701147079608
97,14.780947386815305,0.6333327365227248,2.001021506153058,1.0086644930492759,3.6966095159940897,0.9372434393224132,1.009359499814832,0.4039235658974311,1.4310715211750784,3.2747591367260434,5.066478732374078,10.339139156428034,3.5880071502800206
98,14.055192031784763,0.6906272330292749,4.721316436327635,0.5923541234215582,2.9874097351167115,0.675297494805682,1.2043628843751524,0.3470543582777367,2.315187672325314,2.4846345041724147,4.087649227323988,6.011771964756141,3.7971202474951595
99,13.355255939104289,0.6427850897015444,3.4028095958266342,0.6826213014651219,3.9195112675804573,0.8635006162157745,0.9970044395856579,0.44072653271045387,2.1313289634546257,4.722764595860523,4.236262786664122,11.09105563316366,3.612749222470743
100,12.97001028885416,0.7233333405226986,3.7304030176475935,1.3120270392329947,4.282904081296453,0.7186472237618421,1.0074504614584563,0.4518867713053094,2.404468358137678,2.3072620498995944,4.023477614318478,6.957593598369964,4.086572133987295
101,16.412304884088492,0.6839598824366553,4.575274875194781,0.5692441809575315,4.0634235284450915,0.7034614251403891,1.0189623936200634,0.4548286804691673,2.417960835877942,2.989472699922915,3.2998887212944714,6.009441841903115,3.5035107988146623
102,16.824123778944177,0.7218941115497308,4.826111057887545,1.1166060592974651,3.8242257814366343,0.6093694516247935,0.8301068035197866,0.3361635374347753,1.7187367922644077,4.864210913751446,3.4079723837625764,7.3119334368395785,3.8675596235118848
103,13.896686858908026,0.6537375127772508,2.7969128809958024,0.8737888040335327,3.2124278030187474,0.49300357310510085,0.870616303945577,0.47338643282021214,1.3308798646172553,4.886494493597881,3.732308763527287,5.165308533734123,4.036506404295185
104,13.689697997366636,0.7403315348668218,3.458906009896637,0.7775006318251793,4.438862690775734,0.7237242376786319,0.9535776779170759,0.3791262356531448,1.8323310206452896,3.3113968626180625,3.1826973943708863,4.074415251023957,3.047893445388252
105,12.813790141715744,0.6187413092553643,3.961017737373268,0.7868682920138862,3.989994243646035,0.8046448131699858,0.9952848088407638,0.43390216166513457,1.8736905799527384,2.830855269512998,2.9288911364541383,7.530467544525909,4.1464004431243335
106,18.94586893419241,0.6288837511041844,3.5398671089576874,0.8046204375428059,6.027994805527008,0.6441196431082021,0.7597919972790468,0.45378084504713745,1.9987850472297424,3.8364938168962466,3.380368791373196,5.846014118150511,3.7934827398420725
107,15.344954730754354,0.6545465322118089,3.8149893509581814,1.0438044433555267,4.719740267479282,0.6714077134410564,0.8749415720159011,0.5733835678629061,2.560165651114921,5.088909650496109,4.243203426956566,6.773003600772125,3.5647199976518946
108,14.247620449171961,0.8105037393559936,2.0102197706937166,0.8142384024498104,4.992754662454968,1.057109474016373,1.0139924360824477,0.43463744688135314,2.1361181461773913,3.1847624399411147,4.175178448398743,11.173167316306843,4.795951151096995
109,12.689665360343769,0.783963934989776,2.498439480446499,0.7216848223969602,3.2007224790604383,1.0585015584972037,0.8792054321381472,0.44684509370567993,2.3223857790867903,2.1730438256632425,4.133992994709498,10.571463883806004,3.3697568475708097
110,16.095204591431116,0.5720360530207476,4.1549744757683635,0.8001746852190654,3.048382245300571,0.5460173557260081,1.2550396396091674,0.4871193148966185,3.1048890186079694,3.7121630804610977,5.552422416405569,6.8875300772776145,3.6595821333587817
111,12.082932964389732,0.6223900013223465,2.9287206520733453,1.0422821563121563,4.593823586861712,0.507777651427586,0.672586103063645,0.3744753605709532,1.7539976499259309,3.465356752405766,4.015225955227855,7.263391554130262,3.101720235146277
112,12.87296964964438,0.6575355796308224,2.6353423164130487,0.7661159417605579,3.2911908503932916,0.49007198853991363,1.2494897173174464,0.4709715281536073,1.7778551020484568,4.331484055725312,3.9183851812148567,5.543079801213859,3.9793465497248905
113,14.080095629667188,0.6761051187737108,3.6023594424471455,0.6831730865853817,3.9632465376489603,0.8432827117070528,0.828578697999067,0.4014152975749002,1.5556477862674456,4.279602134132294,2.968749499998225,8.088861714516687,4.159587788397472
114,16.338933042601777,0.5935686410028644,2.3780105830541163,0.44677811680251756,3.603953385061856,0.6951383651032452,1.0228934958305456,0.514131330619025,3.8403610488342035,2.1397175563475517,3.762884872786215,9.38221556591125,4.090919504104856
115,17.831263970507344,0.7220273755879892,3.164878273422349,0.7854467987422936,6.504165297816422,0.5373070595949078,0.6811837470946106,0.5318874650723302,1.4458994720840976,3.1163645402339,4.379985776719323,10.771728920289691,3.474459792038473
116,10.73781387621903,0.7065214636912771,2.7666570900443666,0.6682314717331781,4.52776851062894,0.800054595412623,0.9751583004923678,0.3238125327149187,2.0191344892667953,3.580003811407009,2.850181977476912,10.855216110182056,3.968839938404546
117,12.834103415324357,0.727686207495148,2.8966084394060716,0.8715170524958586,4.129516725059957,0.6936716858228499,0.9522199320544702,0.3517989566650629,2.9394083858458915,6.214888279653525,3.7843919897460077,7.297368494822758,3.8753228718427364
118,13.335384580319852,0.6242363419181702,3.0022345631323457,0.7228775169343907,6.977919711151295,0.5773081253791659,1.0066636723161768,0.390707462989689,1.336085706832406,3.8222328593867503,4.801830494598268,6.82662870675409,3.2849601926177487
119,11.390460415452146,0.7552908860802855,3.7654738547348523,0.6669911210479548,4.588413986506994,0.42563972946570117,1.076803518833706,0.4169084679302208,2.553682577500415,3.5920980868420567,2.7336158009224514,9.207400220758352,3.6273612312475416
120,15.09190764215626,0.75990700771752,3.455680157901224,0.6770091681804451,3.2759065007324035,0.953068899796115,1.016705641094761,0.4429389598425272,2.9394032949957216,4.488285255959681,2.9487587714186647,5.629500082700036,3.7311881895138628
121,13.450963588506141,0.6343191084310048,4.4362661859660175,0.8706329143543851,4.0047142408408405,0.8744555748247776,1.008733531351286,0.6438016219018522,2.7274152933439693,3.6377495946965306,4.064598806257565,8.130891130912755,3.794356338299216
