run,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,"OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","SIGMA(1,1)"
332,0.393691,4.07969,1.16618,4.21387,1.30688,0.501905,-0.050596,0.5325,0.205943,0.0509782,0.0783517,0.106168,0.0682559,0.100303,0.038325
333,0.498701,4.13756,1.16871,4.20745,1.31931,0.461994,-0.124,0.353086,0.259722,0.0521988,0.074847,0.140748,0.0615764,0.105288,0.0386147
334,0.322577,4.08741,1.16196,4.22934,1.35427,0.477139,-0.0155052,0.450273,0.167469,0.0760177,0.0911816,0.102036,0.0744033,0.107712,0.0395307
335,0.419646,4.10922,1.13752,4.19278,1.30238,0.4324,-0.0870019,0.250862,0.284393,0.0717988,0.0716816,0.145017,0.066511700000000007,0.0998282,0.0404202
336,0.540831,4.12517,1.15828,4.22061,1.24197,0.473272,-0.0925716,0.463208,0.252207,0.0959201,0.0920911,0.150402,0.0732898,0.113807,0.0409834
337,0.589663,4.12131,1.17109,4.22024,1.26578,0.436284,-0.0590459,0.392915,0.300696,0.0728483,0.0812711,0.168798,0.072855,0.114148,0.0415082
338,0.35049,4.07845,1.19079,4.2186,1.32282,0.488687,0.144519,0.351711,0.210898,0.0716774,0.0960512,0.0981707,0.0727502,0.110568,0.0413096
339,0.571388,4.16148,1.21659,4.21546,1.24981,0.466838,-0.0654475,0.355083,0.159678,0.0538106,0.0771616,0.124766,0.0675897,0.113963,0.0449714
340,0.312956,4.06535,1.0908,4.17946,1.32796,0.444897,-0.0383506,0.350173,0.237572,0.104206,0.109,0.119654,0.0850261,0.11881800000000001,0.0376598
341,0.385753,4.10459,1.14565,4.20294,1.33482,0.477559,-0.022379,0.423874,0.255018,0.0873514,0.102904,0.119469,0.0693351,0.0999037,0.0397798
342,0.508275,4.12867,1.19809,4.21284,1.2682,0.518911,-0.0423939,0.442607,0.205746,0.0485044,0.0698249,0.0990198,0.051068,0.0961784,0.0416828
343,0.517659,4.1327,1.17984,4.19941,1.22861,0.413784,0.118258,0.398525,0.207188,0.0343813,0.0738831,0.0913554,0.0612058,0.115469,0.0379292
344,0.340121,4.08219,1.13767,4.19757,1.31598,0.461282,-0.0844645,0.400326,0.156659,0.064214,0.0844765,0.117078,0.0669848,0.104876,0.0399606
345,0.465663,4.09879,1.17052,4.20498,1.24656,0.414932,-0.0453119,0.527101,0.221349,0.0845533,0.0790302,0.114365,0.0624712,0.106248,0.0396083
346,0.492231,4.13047,1.17013,4.22895,1.25076,0.525909,-0.0472555,0.318364,0.230751,0.0420802,0.0754479,0.128676,0.0621756,0.112368,0.0416073
347,0.410615,4.11725,1.15564,4.20913,1.3091,0.432639,-0.0732976,0.315342,0.260638,0.08204,0.0864299,0.13101,0.0776602,0.131306,0.0393772
348,0.352582,4.08341,1.13517,4.20697,1.31819,0.458084,-0.0141221,0.363713,0.220013,0.0836419,0.0942632,0.104236,0.0731835,0.102799,0.0396104
349,0.467791,4.15281,1.18991,4.1969900000000004,1.27677,0.499371,-0.0595251,0.4622,0.210494,0.0815123,0.090489,0.131459,0.0736939,0.111029,0.0399332
350,0.387852,4.06793,1.1389,4.20636,1.3365,0.475493,-0.054125,0.357798,0.324625,0.111817,0.0982263,0.175841,0.0930691,0.14052,0.0398497
351,0.417498,4.11996,1.18218,4.21742,1.2619,0.53545,-0.0913473,0.414855,0.227166,0.0738533,0.0767881,0.106098,0.0621881,0.107887,0.0410794
352,0.455714,4.12777,1.16885,4.20157,1.26685,0.526692,-0.00942954,0.409724,0.146738,0.0639146,0.0926507,0.121962,0.0702744,0.109716,0.0404732
353,0.454054,4.10963,1.1353,4.1988,1.3172,0.445427,-0.0787703,0.317048,0.225895,0.0563135,0.0773467,0.125481,0.0615088,0.094409,0.0404095
354,0.528194,4.16212,1.19923,4.20468,1.24822,0.426411,-0.0356207,0.412465,0.222157,0.0874041,0.0952133,0.144885,0.0834591,0.123949,0.0404934
355,0.410687,4.10635,1.23142,4.23918,1.31758,0.483665,0.0391279,0.586478,0.232352,0.0753004,0.0918627,0.110738,0.0804874,0.120804,0.0397204
356,0.559536,4.12807,1.20417,4.19725,1.28217,0.511985,-0.0578356,0.409063,0.222994,0.0403741,0.0625384,0.11836,0.0562261,0.0969389,0.0406483
357,0.40541,4.11881,1.15637,4.21221,1.30864,0.529187,-0.0759448,0.388774,0.272515,0.0834781,0.0906173,0.103765,0.06865,0.108287,0.0397525
358,0.539219,4.15559,1.17131,4.17044,1.21433,0.492305,-0.0257011,0.408336,0.166379,0.0461938,0.0838149,0.118973,0.0726958,0.11754,0.0397479
359,0.563665,4.162,1.2208,4.19329,1.26185,0.509107,-0.0898723,0.442064,0.327062,0.0882459,0.0802056,0.160884,0.0678205,0.11128300000000001,0.0396437
360,0.494694,4.11495,1.20139,4.20331,1.29154,0.460775,0.10330400000000001,0.454826,0.175109,0.0625305,0.0831184,0.11066,0.0711987,0.109585,0.0399575
361,0.606542,4.15888,1.20707,4.19169,1.23913,0.492027,-0.0524657,0.385578,0.256006,0.046207,0.0760156,0.117589,0.0685756,0.118305,0.0422219
362,0.469418,4.10644,1.18137,4.21493,1.26625,0.528448,-0.030352,0.376729,0.256592,0.0789732,0.0910576,0.163436,0.0897263,0.139528,0.0409254
363,0.499525,4.13992,1.15736,4.18277,1.26348,0.496731,-0.160006,0.409249,0.238403,0.0710029,0.084538,0.133106,0.0700841,0.112134,0.0391246
364,0.512355,4.11971,1.17839,4.22156,1.24198,0.483098,-0.0649082,0.384319,0.204754,0.0492056,0.0792523,0.12078,0.0706651,0.119352,0.0388254
365,0.37323,4.08017,1.15342,4.22144,1.31228,0.46332,0.0229558,0.430125,0.197826,0.0493369,0.07686,0.113362,0.0628524,0.0938764,0.041591
366,0.427662,4.14213,1.18434,4.20939,1.24632,0.50034,0.0670451,0.412255,0.194695,0.0420834,0.0823252,0.0846313,0.0582975,0.103926,0.0391191
367,0.585336,4.12849,1.21669,4.20636,1.32284,0.475806,-0.0242151,0.454486,0.219658,0.0804507,0.0891519,0.13562,0.0778224,0.123669,0.0397657
368,0.469144,4.1441,1.19014,4.22061,1.23567,0.446245,0.0579595,0.378865,0.225945,0.0502892,0.08163,0.135737,0.0706789,0.121481,0.0377172
369,0.491175,4.12341,1.15394,4.16572,1.31617,0.480958,-0.157375,0.405274,0.169386,0.0759209,0.0823636,0.137659,0.079473,0.124624,0.0402
370,0.469504,4.15125,1.18798,4.22364,1.28977,0.505216,-0.00226887,0.341081,0.163121,0.0397289,0.0732233,0.0850926,0.0612152,0.103932,0.0416347
371,0.354014,4.11983,1.15938,4.21889,1.24288,0.443586,0.077025,0.333233,0.257506,0.0620576,0.0703728,0.125697,0.0717195,0.123116,0.0393615
372,0.405573,4.1007,1.13686,4.20712,1.3143,0.503605,-0.0991298,0.409565,0.207632,0.0801001,0.0863298,0.120383,0.0728251,0.122181,0.0392521
373,0.353847,4.11949,1.20188,4.19338,1.34125,0.514622,0.00969774,0.527557,0.123102,0.0632265,0.0942689,0.106347,0.0790235,0.11646,0.0392834
374,0.380659,4.10871,1.13773,4.19804,1.28426,0.449182,-0.109652,0.444144,0.0879912,0.0164298,0.0661643,0.0821264,0.0580589,0.105602,0.0416485
375,0.341183,4.09903,1.1988,4.22162,1.30146,0.581591,-0.00404996,0.418329,0.267135,0.0620241,0.0841748,0.130594,0.080515,0.131802,0.0379022
376,0.437999,4.08702,1.15716,4.2329,1.3179,0.438466,-0.0944718,0.565495,0.206433,0.0711832,0.0890337,0.103834,0.0672735,0.104416,0.0386505
377,0.456706,4.11336,1.13245,4.19266,1.33695,0.510625,-0.140081,0.306774,0.238951,0.0533008,0.0693523,0.148424,0.0749287,0.134534,0.0424702
378,0.568188,4.14534,1.21374,4.22131,1.25874,0.405218,0.0444611,0.448768,0.193582,0.077224,0.0889622,0.146226,0.0745262,0.114984,0.0436687
379,0.47660400000000003,4.10948,1.1627,4.23761,1.28107,0.506371,-0.0879836,0.341852,0.24449100000000001,0.0656538,0.0757822,0.120142,0.0723305,0.11994,0.0409677
380,0.504848,4.1229,1.17533,4.19526,1.27589,0.453695,0.0531263,0.450029,0.209646,0.0969961,0.094126,0.112807,0.075656,0.116157,0.0402154
381,0.446394,4.10812,1.15474,4.21777,1.31456,0.4554,-0.116173,0.386149,0.176249,0.0453884,0.0708773,0.106509,0.0564313,0.0895593,0.0389094
382,0.437558,4.1263,1.18967,4.22011,1.28694,0.552386,-0.0516393,0.492543,0.215583,0.0785806,0.0714344,0.127654,0.0679429,0.118576,0.0405584
383,0.459825,4.10416,1.18304,4.19484,1.32697,0.486368,-0.0177845,0.397998,0.202397,0.0562654,0.0758496,0.0995524,0.0593283,0.0968949,0.0388133
384,0.470531,4.12081,1.15685,4.22059,1.22317,0.475865,0.0207666,0.420469,0.316313,0.0708089,0.0730251,0.126412,0.0680566,0.129624,0.0411885
385,0.474265,4.16342,1.21725,4.18872,1.29641,0.495463,-0.020998,0.453276,0.172531,0.0663743,0.0822929,0.110662,0.0668065,0.10519,0.038629
386,0.478769,4.14985,1.21653,4.19507,1.28823,0.509329,-0.104318,0.401528,0.204292,0.0807879,0.0848972,0.143118,0.0729956,0.124943,0.0419885
387,0.407067,4.0907,1.20481,4.22671,1.30939,0.516778,-0.066887,0.533864,0.220672,0.0772221,0.087075,0.118904,0.0682859,0.112029,0.04212
388,0.430565,4.08501,1.15225,4.22762,1.27727,0.533175,-0.0505034,0.507977,0.236862,0.0673332,0.0738682,0.128004,0.06498,0.122556,0.0408957
389,0.422058,4.12642,1.18657,4.21891,1.29066,0.491594,0.0591252,0.391135,0.131368,0.0476942,0.0850761,0.0930476,0.0561935,0.0922395,0.038825
390,0.417921,4.0794,1.13191,4.22461,1.27967,0.477988,-0.0523604,0.404554,0.259467,0.0604696,0.0790106,0.143912,0.0799434,0.138997,0.038794
391,0.603633,4.16117,1.23823,4.26128,1.27877,0.548152,-0.0386729,0.289486,0.342833,0.0797827,0.0780296,0.153083,0.0701017,0.115077,0.0403869
392,0.417012,4.1289,1.20525,4.21848,1.32467,0.494056,0.0445146,0.41144,0.197598,0.0610271,0.0803804,0.115672,0.0706858,0.109524,0.0413486
393,0.494311,4.11978,1.16148,4.20015,1.2355,0.443093,0.0789629,0.377173,0.259639,0.0746624,0.0954839,0.159121,0.085811,0.132331,0.0408985
394,0.316555,4.08874,1.1545,4.19575,1.35344,0.472065,0.0355448,0.351513,0.138898,0.0549363,0.0805754,0.0993908,0.0690803,0.110269,0.0431037
395,0.462252,4.15353,1.17017,4.19767,1.27556,0.458043,-0.00713881,0.474395,0.224535,0.0781366,0.0891821,0.120819,0.0688964,0.105778,0.0387027
396,0.522487,4.14906,1.18096,4.21955,1.24242,0.488878,-0.00409297,0.422485,0.282017,0.0747446,0.0717144,0.141744,0.0730043,0.124761,0.038521
397,0.383588,4.08685,1.15567,4.19566,1.33867,0.50948,-0.0646751,0.434036,0.204634,0.0531357,0.0860899,0.0961898,0.0670442,0.098719,0.0381593
398,0.435783,4.09401,1.13819,4.19423,1.27476,0.457242,-0.14904,0.386381,0.189591,0.0463076,0.0776656,0.104212,0.0645659,0.110428,0.0380958
399,0.443706,4.11299,1.17675,4.22559,1.31757,0.45695,-0.125963,0.344194,0.250426,0.0967015,0.0922197,0.15326,0.086229,0.131225,0.0385194
400,0.472329,4.15237,1.21922,4.2078,1.29205,0.533522,0.0136814,0.392154,0.309149,0.0877837,0.0893297,0.138512,0.07528,0.124412,0.0398728
401,0.410119,4.10581,1.16808,4.22196,1.24144,0.494934,-0.0605384,0.547972,0.20705200000000001,0.0511306,0.0643454,0.0892527,0.0564556,0.101271,0.0384736
402,0.5359,4.12593,1.17649,4.1912,1.22441,0.527512,0.051093,0.356956,0.281538,0.0626657,0.0882437,0.149988,0.0705645,0.116967,0.0394901
403,0.495831,4.15732,1.19448,4.21674,1.25637,0.49811,-0.0869786,0.434442,0.257603,0.0678656,0.0824747,0.148693,0.0711323,0.11493,0.0434232
404,0.380671,4.06079,1.15967,4.23668,1.28452,0.559959,-0.0614563,0.511364,0.197608,0.0837531,0.0895324,0.114156,0.0768137,0.122676,0.0394192
405,0.477251,4.14127,1.18305,4.1907,1.30326,0.526209,-0.0466068,0.329371,0.291919,0.0848238,0.094151,0.149507,0.0827913,0.119615,0.040155
406,0.408456,4.11528,1.14811,4.23111,1.27229,0.462639,-0.0873493,0.420456,0.139206,0.0393106,0.0612982,0.111408,0.0561495,0.112724,0.0402916
407,0.411601,4.09558,1.12431,4.22198,1.28533,0.525824,-0.0701693,0.426001,0.249626,0.0625009,0.0823637,0.13672,0.0646758,0.108329,0.0418053
408,0.507636,4.16712,1.20421,4.17729,1.22719,0.406307,0.128747,0.328026,0.242324,0.0731742,0.0852306,0.117534,0.0633285,0.1028,0.0401109
409,0.396384,4.08282,1.15012,4.23071,1.29815,0.399373,0.0232553,0.35347,0.241671,0.0611487,0.0722168,0.108261,0.0549159,0.0870374,0.0377006
410,0.325786,4.10931,1.12798,4.22454,1.32069,0.473269,-0.0223721,0.3275,0.148436,0.0365918,0.0864408,0.0954705,0.0727924,0.11189,0.0385428
411,0.451684,4.11018,1.17694,4.21479,1.22963,0.541464,0.0184557,0.541221,0.10364,0.0425637,0.079904,0.0947537,0.0675995,0.109472,0.0408967
412,0.433387,4.09758,1.19688,4.20595,1.22702,0.41669,0.0557059,0.537539,0.313933,0.0932684,0.0827446,0.120376,0.0624097,0.102934,0.0380391
413,0.573098,4.15488,1.14378,4.21953,1.30295,0.508808,-0.17967,0.275161,0.370214,0.104156,0.0939898,0.197387,0.0864245,0.135447,0.0389474
414,0.490234,4.11399,1.17603,4.20535,1.26032,0.470566,-0.0165098,0.368614,0.232351,0.0656307,0.0783744,0.124472,0.071095,0.120214,0.0388262
415,0.4867,4.15433,1.22658,4.1919,1.30599,0.491233,-0.00432676,0.464309,0.229709,0.076156,0.0749927,0.120288,0.0589237,0.103619,0.0410524
416,0.533579,4.13199,1.19194,4.18314,1.33132,0.391622,-0.0549022,0.329133,0.313414,0.0671822,0.0786403,0.14756,0.0632086,0.104535,0.0385907
417,0.433554,4.09912,1.13068,4.19025,1.24855,0.445166,-0.0635134,0.431237,0.287466,0.067757,0.083646,0.14278,0.0669215,0.109388,0.0389961
418,0.457071,4.0854,1.14596,4.16605,1.29674,0.424072,-0.0542594,0.383,0.315118,0.0975036,0.0982546,0.138588,0.0789608,0.106239,0.038137
419,0.388308,4.16235,1.20808,4.23823,1.32687,0.47121,0.0886577,0.439519,0.185173,0.0533811,0.0737149,0.11585,0.064659,0.105718,0.038062
420,0.423403,4.12177,1.19591,4.21732,1.27956,0.568094,0.169143,0.551066,0.252958,0.0885289,0.0969206,0.132834,0.0825991,0.123027,0.0409694
421,0.50906,4.12286,1.17458,4.23308,1.29423,0.469211,-0.148303,0.352872,0.240201,0.0644782,0.0753961,0.144452,0.075349,0.135553,0.0418404
422,0.486435,4.19869,1.17991,4.22439,1.24665,0.482815,-0.184582,0.298051,0.219213,0.0717953,0.0791773,0.14066,0.0656367,0.110907,0.0382591
423,0.402068,4.12222,1.20014,4.22318,1.30718,0.46797,-0.0665229,0.464137,0.193945,0.0668936,0.0801898,0.0890204,0.0615221,0.105842,0.0399172
424,0.503359,4.11869,1.1679,4.17762,1.25824,0.45607,-0.0422457,0.468567,0.155358,0.051563,0.0763873,0.106443,0.0758883,0.123085,0.0410261
425,0.350295,4.09657,1.1248,4.20653,1.32792,0.474451,-0.127721,0.302016,0.242607,0.069585,0.0857563,0.13543,0.080658,0.131806,0.0392183
426,0.442377,4.13964,1.20951,4.18286,1.21393,0.489403,0.0218618,0.415519,0.302895,0.0761026,0.0814029,0.130067,0.0706119,0.114359,0.0412789
427,0.504612,4.16271,1.19446,4.22673,1.24203,0.514173,0.035325,0.396401,0.189677,0.0647581,0.0897833,0.148817,0.0679597,0.123873,0.042009
428,0.412314,4.1434,1.1767,4.21329,1.30033,0.475774,-0.0404143,0.48338,0.212724,0.0606212,0.0866651,0.093037,0.0669203,0.0942184,0.0393553
429,0.466188,4.1269,1.20017,4.1993,1.29997,0.49539299999999997,-0.0298744,0.5084,0.161431,0.0663363,0.0750182,0.100163,0.0647479,0.0976609,0.040163
430,0.521122,4.1403,1.23188,4.18324,1.24284,0.500186,-0.0403407,0.522512,0.203957,0.0529497,0.0787442,0.0837467,0.0664048,0.1053,0.0397376
431,0.368789,4.07129,1.14299,4.19824,1.31789,0.474965,-0.0966617,0.390535,0.261391,0.088762,0.0842794,0.144538,0.0721467,0.111379,0.0396882
432,0.354519,4.04051,1.12165,4.22578,1.34586,0.455639,-0.132187,0.561516,0.258068,0.0738792,0.0919237,0.112687,0.0687373,0.102331,0.0379732
433,0.379947,4.08922,1.17561,4.21329,1.27997,0.489933,-0.0902323,0.528408,0.200759,0.0400177,0.0767172,0.0822591,0.0660988,0.111367,0.0405087
434,0.488096,4.12011,1.16803,4.18935,1.31869,0.46087,-0.144319,0.325185,0.243831,0.0851897,0.0968991,0.140555,0.0705389,0.107886,0.0379664
435,0.383054,4.10542,1.13669,4.20089,1.2667,0.44759,-0.0552374,0.344119,0.184601,0.0675221,0.0846732,0.10964,0.0738405,0.121446,0.0401901
436,0.400201,4.10972,1.18539,4.18997,1.31785,0.503904,0.0402991,0.436902,0.14468,0.0371525,0.0758145,0.0705578,0.047741,0.0827695,0.0389097
437,0.488633,4.10149,1.20343,4.22086,1.32193,0.558672,0.0260361,0.398807,0.163428,0.0607431,0.0832754,0.087435,0.0638144,0.0931612,0.0407271
438,0.385504,4.10376,1.16384,4.20023,1.27489,0.494054,0.0498517,0.416417,0.202385,0.0930199,0.0981499,0.137145,0.0911178,0.145091,0.0402065
439,0.470306,4.09082,1.16213,4.21838,1.29825,0.475715,0.0378262,0.38788,0.191965,0.0421539,0.0724408,0.104024,0.0667628,0.11178,0.0407948
440,0.442838,4.14536,1.18565,4.20391,1.28822,0.48186,-0.0674649,0.298826,0.273803,0.0775421,0.0904939,0.118879,0.0715014,0.1064,0.0389137
441,0.374717,4.06188,1.14626,4.19021,1.32758,0.508254,-0.15497,0.338954,0.237444,0.0943941,0.0951838,0.133607,0.0820835,0.120733,0.0392571
442,0.456079,4.11147,1.1669,4.2366,1.28803,0.462511,-0.036824,0.441178,0.222758,0.066991,0.0791514,0.1278,0.0693268,0.109667,0.0395853
443,0.401281,4.15857,1.20951,4.22202,1.25935,0.505198,0.00652311,0.477596,0.144345,0.0367503,0.0758072,0.0742549,0.0630437,0.106414,0.0389713
444,0.430356,4.11487,1.17129,4.20388,1.31994,0.481051,-0.121971,0.425784,0.238059,0.091025,0.0991257,0.147281,0.0825766,0.117157,0.0388539
445,0.528192,4.12832,1.16234,4.17428,1.26375,0.440085,-0.076652,0.506429,0.249065,0.0976914,0.103029,0.146851,0.0789315,0.101326,0.0396656
446,0.56477,4.17083,1.19763,4.21474,1.25825,0.438123,-0.156428,0.452262,0.289469,0.0763549,0.0903653,0.151469,0.0799875,0.123603,0.0402598
447,0.452571,4.11044,1.21762,4.20725,1.31561,0.507925,-0.0307471,0.455344,0.221333,0.0500997,0.063473,0.102546,0.0513781,0.0848247,0.0409021
448,0.43412,4.14479,1.19039,4.2327,1.32612,0.508694,-0.152941,0.628774,0.22798,0.0728773,0.0882386,0.125844,0.0767441,0.115861,0.0414876
449,0.424302,4.09801,1.1587,4.23227,1.30104,0.503939,0.0392163,0.352323,0.214391,0.0477648,0.0795765,0.142156,0.0687682,0.125742,0.0399258
450,0.4331,4.10892,1.12973,4.22776,1.29199,0.480127,-0.0731766,0.361461,0.261302,0.0764416,0.0821413,0.123155,0.0700327,0.100618,0.0380725
451,0.486524,4.11744,1.21188,4.20818,1.31708,0.502664,-0.0392794,0.51637,0.306513,0.0929974,0.090561,0.15503,0.0787445,0.118871,0.0408868
452,0.475294,4.16105,1.1524,4.16597,1.27342,0.50666,-0.124271,0.307008,0.265212,0.081834,0.0817372,0.143533,0.0709274,0.121453,0.0393572
453,0.376693,4.07312,1.14094,4.21368,1.32444,0.445524,-0.0826257,0.387019,0.238703,0.0853401,0.0877195,0.125777,0.075232,0.116004,0.038178
454,0.487517,4.11845,1.20555,4.21388,1.24999,0.450866,0.0486663,0.420671,0.236654,0.05838,0.0739132,0.136386,0.0653346,0.109754,0.039276
455,0.42241,4.1079,1.17985,4.23719,1.31656,0.409623,-0.0229075,0.443651,0.204101,0.0630886,0.0890005,0.129512,0.0802238,0.116176,0.0394291
456,0.384001,4.09842,1.1788,4.19341,1.34969,0.506404,-0.130682,0.513168,0.153451,0.0617513,0.0761926,0.113612,0.0686845,0.109455,0.0408773
457,0.52687,4.13558,1.11352,4.18278,1.23091,0.438467,-0.122868,0.331638,0.205405,0.0491443,0.072946,0.132702,0.0571452,0.10299,0.0390743
458,0.43112,4.14207,1.21849,4.18843,1.266,0.540155,0.0105869,0.520625,0.156304,0.0545551,0.0827252,0.122822,0.0780231,0.125184,0.0418145
459,0.470773,4.13372,1.19358,4.18974,1.2485,0.463936,0.0422039,0.520219,0.161428,0.0665886,0.0849278,0.118168,0.0744818,0.117249,0.038838
460,0.360406,4.06982,1.1233900000000001,4.21367,1.28855,0.492381,0.0412297,0.531801,0.204121,0.0772357,0.0821866,0.129553,0.0705076,0.108957,0.0392696
461,0.501207,4.13717,1.20496,4.21871,1.2765,0.508488,-0.100592,0.4475,0.197684,0.0688336,0.0900296,0.0987894,0.0605354,0.0895695,0.040964
462,0.469718,4.13647,1.14976,4.2122,1.27439,0.449342,-0.0798835,0.354717,0.203452,0.0776288,0.103398,0.140323,0.0767239,0.110163,0.0405197
463,0.502673,4.12751,1.14638,4.2129,1.23634,0.51847,-0.109066,0.410858,0.230512,0.053538,0.0732308,0.104076,0.0567918,0.0905572,0.0377568
464,0.456528,4.12616,1.15883,4.22553,1.27709,0.541744,-0.0407138,0.423849,0.246207,0.0661009,0.0730331,0.143101,0.0762221,0.128464,0.0400346
465,0.432136,4.10048,1.18223,4.21307,1.33673,0.57777,-0.0412251,0.52206,0.235994,0.0895344,0.0955109,0.130491,0.0682928,0.093481,0.039561
466,0.387266,4.11906,1.12781,4.18138,1.27044,0.489572,-0.00368598,0.379437,0.159478,0.0640564,0.0908773,0.0992755,0.074923,0.125608,0.0394333
467,0.463349,4.11965,1.16521,4.21133,1.29131,0.516757,-0.0362842,0.475248,0.299759,0.0915893,0.0835981,0.152408,0.0780922,0.129471,0.0407394
468,0.4694,4.07038,1.13152,4.21967,1.26324,0.478242,-0.011713,0.461327,0.331313,0.116747,0.107204,0.165911,0.0899889,0.122512,0.0391937
469,0.42246,4.11131,1.18189,4.18762,1.30129,0.474733,-0.0686062,0.420663,0.165211,0.0512282,0.0780863,0.100914,0.0612469,0.107755,0.0404454
470,0.520418,4.09833,1.13598,4.19539,1.2671,0.390272,-0.062957,0.392259,0.355789,0.10453,0.0939967,0.159123,0.0823776,0.131787,0.0386025
471,0.527315,4.11733,1.13806,4.19261,1.21794,0.389284,0.0388955,0.308082,0.18909,0.0343288,0.0686407,0.107691,0.0490157,0.0871362,0.0406388
472,0.402436,4.11233,1.15275,4.20008,1.34144,0.4869,-0.0560138,0.457094,0.263913,0.059942,0.0758235,0.102586,0.0573897,0.0886788,0.0392267
473,0.446899,4.0822,1.17504,4.21956,1.29923,0.47901,-0.0587846,0.419926,0.248818,0.0475406,0.0740078,0.128219,0.0567059,0.0953383,0.0415664
474,0.341915,4.08219,1.1229,4.22019,1.31391,0.466669,-0.0150744,0.384442,0.1876,0.056272,0.0755932,0.102079,0.0654075,0.0965588,0.0393025
475,0.423074,4.11913,1.1914,4.22457,1.32931,0.496598,-0.0267211,0.487278,0.122379,0.0474835,0.0792593,0.0991875,0.0639899,0.104677,0.0398371
476,0.380022,4.0934,1.17592,4.21632,1.343,0.460318,-0.0322205,0.211939,0.264772,0.0957331,0.0813231,0.145649,0.0756095,0.122593,0.0412014
477,0.37369,4.08233,1.14422,4.23782,1.29181,0.540298,-0.0106287,0.454666,0.151505,0.0407433,0.0738789,0.081532,0.0536099,0.0883362,0.0409997
478,0.416096,4.09976,1.15662,4.2423400000000004,1.30672,0.460716,0.103832,0.287137,0.263619,0.0605154,0.084941,0.139075,0.0666604,0.10903500000000001,0.0403544
479,0.430084,4.12949,1.19416,4.20354,1.30716,0.466831,0.0208757,0.466366,0.124718,0.0436991,0.070629,0.101605,0.0644137,0.118932,0.0406486
480,0.382939,4.09426,1.18717,4.20187,1.35527,0.528563,-0.0979786,0.468141,0.197867,0.0774476,0.0745399,0.104239,0.0645554,0.0964178,0.0402912
481,0.35047,4.07056,1.12123,4.21275,1.32254,0.489485,-0.044412,0.569175,0.212746,0.0729136,0.0892665,0.0959713,0.0714506,0.105194,0.0388213
482,0.405291,4.11415,1.16493,4.20237,1.29563,0.508254,-0.0728905,0.364816,0.235655,0.0676374,0.0871842,0.117627,0.0778063,0.128367,0.0382343
483,0.415315,4.11116,1.155,4.20686,1.23984,0.460039,-0.0459176,0.532993,0.225687,0.0799377,0.0945898,0.122236,0.0831692,0.127911,0.0397056
484,0.478201,4.15018,1.19164,4.22182,1.27065,0.49001,-0.0437328,0.420132,0.257238,0.0820932,0.087004,0.14653,0.0751634,0.114689,0.0402205
485,0.478809,4.09507,1.12593,4.20064,1.29146,0.392581,-0.101774,0.439747,0.237578,0.0898318,0.0882669,0.121838,0.059472,0.0747275,0.037516
486,0.489144,4.16527,1.21847,4.20766,1.25625,0.496318,-0.110696,0.515753,0.155543,0.0841739,0.0820766,0.132463,0.0707506,0.117385,0.0403701
487,0.427907,4.1313,1.1973,4.20924,1.30329,0.471569,-0.0363288,0.361159,0.225012,0.081509,0.0877,0.146287,0.0790147,0.119069,0.041257
488,0.456668,4.11212,1.14074,4.18586,1.26361,0.453828,0.0739258,0.3583,0.190113,0.0556755,0.0818242,0.118575,0.0696052,0.115706,0.039177
489,0.591476,4.16311,1.19068,4.209,1.21318,0.499772,-0.055284,0.492899,0.178926,0.0501764,0.0713514,0.132269,0.0690569,0.115636,0.0410026
490,0.463908,4.14301,1.18071,4.21281,1.31238,0.507991,-0.029557,0.536355,0.220941,0.0674284,0.0945704,0.120433,0.074283,0.100596,0.041183
491,0.528954,4.1557,1.16772,4.19652,1.2257,0.494572,0.0349269,0.480964,0.248067,0.0930687,0.097915,0.118528,0.0811552,0.121597,0.0387924
492,0.490795,4.13272,1.20066,4.23365,1.30099,0.485165,-0.0447473,0.481594,0.232761,0.0505775,0.0788206,0.106219,0.0656042,0.103822,0.0416061
493,0.486166,4.1299,1.14072,4.22104,1.32859,0.476741,0.0108325,0.321792,0.230239,0.0340459,0.0704574,0.123114,0.0575562,0.108585,0.0396301
494,0.417532,4.11671,1.1945,4.19005,1.26092,0.50845,0.0888052,0.373933,0.197643,0.0543177,0.0746689,0.124942,0.0739273,0.133561,0.0417202
495,0.510186,4.17297,1.22083,4.15979,1.20849,0.524941,-0.0164314,0.378326,0.206023,0.0810603,0.0838031,0.109956,0.0733427,0.12634,0.0423087
496,0.428391,4.11415,1.18442,4.22382,1.29444,0.487363,-0.00614188,0.433836,0.164022,0.041742,0.0673045,0.101635,0.0522591,0.0916457,0.0383692
497,0.53932,4.10287,1.19555,4.19976,1.28088,0.568341,0.0516319,0.458023,0.165354,0.0566141,0.0733267,0.123121,0.069635,0.123587,0.0398547
498,0.36606,4.07193,1.16418,4.23042,1.30816,0.560042,-0.101461,0.626186,0.150143,0.0368709,0.0731861,0.0971843,0.0632183,0.0956921,0.040058
499,0.438629,4.08662,1.16517,4.21469,1.28557,0.448832,0.00759044,0.472439,0.25335,0.0472218,0.0821884,0.116141,0.0640686,0.100828,0.0405774
